actual_time,area,num_people,date,time_index,kind,area_type,num_people_prev_1min,n_eff,wait_time_min
2025-09-14 04:19:00,A,0,2025-09-14,259,actual,checkin,0.0,0.0,1.5
2025-09-14 04:20:00,A,0,2025-09-14,260,actual,checkin,0.0,0.0,1.5
2025-09-14 04:21:00,A,0,2025-09-14,261,actual,checkin,0.0,0.0,1.5
2025-09-14 04:22:00,A,0,2025-09-14,262,actual,checkin,0.0,0.0,1.5
2025-09-14 04:23:00,A,0,2025-09-14,263,actual,checkin,0.0,0.0,1.5
2025-09-14 04:24:00,A,0,2025-09-14,264,actual,checkin,0.0,0.0,1.5
2025-09-14 04:25:00,A,0,2025-09-14,265,actual,checkin,0.0,0.0,1.5
2025-09-14 04:26:00,A,0,2025-09-14,266,actual,checkin,0.0,0.0,1.5
2025-09-14 04:27:00,A,0,2025-09-14,267,actual,checkin,0.0,0.0,1.5
2025-09-14 04:28:00,A,0,2025-09-14,268,actual,checkin,0.0,0.0,1.5
2025-09-14 04:29:00,A,0,2025-09-14,269,actual,checkin,0.0,0.0,1.5
2025-09-14 04:30:00,A,0,2025-09-14,270,actual,checkin,0.0,0.0,1.5
2025-09-14 04:31:00,A,0,2025-09-14,271,actual,checkin,0.0,0.0,1.5
2025-09-14 04:32:00,A,0,2025-09-14,272,actual,checkin,0.0,0.0,1.5
2025-09-14 04:33:00,A,0,2025-09-14,273,actual,checkin,0.0,0.0,1.5
2025-09-14 04:34:00,A,1,2025-09-14,274,actual,checkin,0.0,0.7,1.54
2025-09-14 04:35:00,A,0,2025-09-14,275,actual,checkin,1.0,0.3,1.52
2025-09-14 04:36:00,A,0,2025-09-14,276,actual,checkin,0.0,0.0,1.5
2025-09-14 04:37:00,A,0,2025-09-14,277,actual,checkin,0.0,0.0,1.5
2025-09-14 04:38:00,A,0,2025-09-14,278,actual,checkin,0.0,0.0,1.5
2025-09-14 04:39:00,A,0,2025-09-14,279,actual,checkin,0.0,0.0,1.5
2025-09-14 04:40:00,A,0,2025-09-14,280,actual,checkin,0.0,0.0,1.5
2025-09-14 04:41:00,A,0,2025-09-14,281,actual,checkin,0.0,0.0,1.5
2025-09-14 04:42:00,A,0,2025-09-14,282,actual,checkin,0.0,0.0,1.5
2025-09-14 04:43:00,A,0,2025-09-14,283,actual,checkin,0.0,0.0,1.5
2025-09-14 04:44:00,A,0,2025-09-14,284,actual,checkin,0.0,0.0,1.5
